Year,State,Interest Rate,Loan Count,First Time Buyers,Repeat Buyers,One Unit,Greater than One Unit,Total Original UPB($B),Average Original UPB ($),Credit Score,Original Combined Loan-to-Value (CLTV) Ratio,Original Loan-to-Value (LTV) Ratio,Original Debt-toIncome (DTI) Ratio1
2010,MN,4.5,102,829,11,1337,1348,249948000.0,185421.4,769.5,71.6,68.2,31.0
2010,HI,4.6,30,146,5,228,233,78757000.0,338012.9,760.8,66.3,62.9,36.3
2010,CA,4.7,789,3811,156,6434,6590,1989708000.0,301928.4,767.8,62.6,59.6,34.0
2010,IN,4.6,88,1097,2,1523,1525,221611000.0,145318.7,763.3,73.3,69.3,28.4
2010,MT,4.6,14,119,4,191,195,34085000.0,174794.9,760.3,67.6,64.9,31.4
2010,CO,4.7,100,801,11,1205,1216,282003000.0,231910.4,766.0,71.3,67.7,31.3
2010,NH,4.6,22,208,3,312,315,62777000.0,199292.1,764.0,69.1,65.5,33.7
2010,DE,4.6,20,102,1,202,203,40662000.0,200305.4,761.3,66.0,63.2,30.3
2010,AR,4.6,29,180,5,302,307,46152000.0,150332.2,757.7,72.4,69.8,29.6
2010,AK,4.5,20,86,9,150,159,34336000.0,215949.7,756.8,71.0,69.4,31.2
2010,GU,4.6,5,13,3,16,19,4409000.0,232052.6,734.7,74.9,74.6,32.8
2010,NJ,4.7,158,750,28,1305,1333,344922000.0,258756.2,758.9,66.6,62.7,33.9
2010,UT,4.6,41,525,6,748,754,145287000.0,192688.3,762.0,70.4,67.5,32.2
2010,NV,4.9,34,167,3,290,293,49486000.0,168894.2,766.5,72.6,71.9,32.2
2010,FL,4.8,202,921,4,1504,1508,260863000.0,172986.1,762.8,70.2,68.5,33.7
2010,RI,4.7,19,110,6,166,172,34896000.0,202883.7,760.2,69.3,64.3,32.5
2010,TN,4.6,56,493,3,764,767,133275000.0,173761.4,757.8,71.0,68.3,29.9
2010,LA,4.6,40,256,9,409,418,73709000.0,176337.3,750.9,71.7,69.3,31.1
2010,AZ,4.8,73,510,5,835,840,149164000.0,177576.2,766.0,70.2,68.1,32.1
2010,DC,4.7,12,67,3,111,114,41844000.0,367052.6,766.6,62.2,58.9,30.1
2010,ID,4.7,25,177,9,291,300,50908000.0,169693.3,763.9,71.1,69.2,31.9
2010,SD,4.5,4,68,2,111,113,16923000.0,149761.1,769.7,71.6,67.7,31.2
2010,AL,4.6,40,303,0,478,478,82679000.0,172968.6,756.5,73.5,70.9,30.4
2010,PR,4.7,3,35,1,43,44,5339000.0,121340.9,720.1,65.8,61.0,35.2
2010,NM,4.7,16,181,3,274,277,47259000.0,170610.1,759.9,69.3,66.9,30.0
2010,NE,4.6,18,204,1,342,343,50950000.0,148542.3,764.7,72.6,70.8,29.3
2010,MS,4.6,7,71,0,157,157,26261000.0,167267.5,748.9,74.1,71.2,29.9
2010,WY,4.6,6,55,1,75,76,12537000.0,164960.5,753.1,72.1,67.4,30.4
2010,VI,4.8,0,2,0,2,2,380000.0,190000.0,754.5,22.6,22.5,45.5
2011,IL,4.2,250,419,50,2713,2763,540942000.0,195780.7,763.0,-0.5,67.7,31.5
2011,MO,4.3,96,223,18,1316,1334,227220000.0,170329.8,763.3,-1.8,70.8,30.4
2011,WA,4.4,136,258,18,1409,1427,333657000.0,233817.1,765.7,5.5,66.7,32.4
2011,MA,4.3,134,220,81,1695,1776,472008000.0,265770.3,763.5,3.4,63.0,32.1
2011,VA,4.4,156,313,5,1722,1727,465530000.0,269559.9,765.4,-4.1,66.1,31.4
2011,HI,4.5,24,37,4,219,223,78749000.0,353134.5,762.7,11.1,63.1,37.0
2011,NY,4.4,272,308,191,1727,1918,479313000.0,249902.5,757.3,-4.4,65.2,34.4
2011,NC,4.4,131,258,4,1539,1543,294714000.0,191000.6,763.1,-1.3,68.7,30.8
2011,MI,4.3,133,245,8,1300,1308,196692000.0,150376.1,767.3,7.4,71.0,30.3
2011,SC,4.4,66,133,1,658,659,118264000.0,179459.8,761.3,-0.1,69.4,30.6
2011,CT,4.3,56,107,15,650,665,164177000.0,246882.7,763.1,-10.3,65.2,32.1
2011,IN,4.3,117,267,6,1568,1574,226134000.0,143668.4,761.1,-2.3,70.7,28.2
2011,OR,4.4,64,150,19,746,765,156487000.0,204558.2,771.2,-12.0,66.8,32.2
2011,CO,4.4,106,270,7,1175,1182,270490000.0,228840.9,767.3,-7.3,69.0,31.8
2011,PA,4.3,193,310,20,1665,1685,324809000.0,192765.0,760.0,5.2,68.4,31.8
2011,AK,4.3,11,30,11,139,150,32555000.0,217033.3,757.1,-58.0,70.0,31.4
2011,CA,4.4,672,787,209,7191,7400,-1981749296.0,-267804.0,768.5,-0.5,60.6,34.0
2011,RI,4.3,14,27,4,169,173,34546000.0,199687.9,766.2,-54.8,64.5,32.5
2011,KY,4.3,42,188,7,921,928,146332000.0,157685.3,761.5,13.5,68.8,29.5
2011,ME,4.3,11,27,6,219,225,41501000.0,184448.9,764.3,-34.3,65.2,31.6
2011,OH,4.2,134,356,26,1993,2019,315740000.0,156384.3,768.2,4.1,68.8,29.0
2011,MN,4.2,115,287,15,1431,1446,278131000.0,192345.1,769.8,-4.6,69.0,30.9
2011,MD,4.4,120,180,2,1215,1217,335254000.0,275475.8,764.1,4.9,65.3,31.7
2011,IA,4.1,40,124,4,606,610,93328000.0,152996.7,764.9,-16.6,71.8,29.0
2011,TX,4.5,320,651,18,2413,2431,481983000.0,198265.3,754.3,4.1,73.6,32.4
2011,OK,4.4,27,103,3,379,382,59670000.0,156204.2,758.5,4.0,74.0,30.3
2011,GA,4.4,114,247,1,1059,1060,208106000.0,196326.4,763.2,-9.1,71.2,30.8
2011,KS,4.3,52,125,5,575,580,93802000.0,161727.6,764.4,-15.2,73.9,30.5
2011,NH,4.3,24,52,6,336,342,69015000.0,201798.2,762.6,8.6,67.7,32.9
2011,WI,4.2,86,196,39,1491,1530,249771000.0,163249.0,765.9,2.1,67.8,30.6
2011,NJ,4.3,176,180,54,1369,1423,382276000.0,268640.9,762.5,-0.5,64.0,33.5
2011,AZ,4.5,81,203,3,919,922,167706000.0,181893.7,767.1,-4.6,70.5,32.0
2011,ND,4.2,14,37,2,109,111,16190000.0,145855.9,762.7,77.2,73.7,30.8
2011,FL,4.5,185,417,5,1516,1521,271165000.0,178280.7,765.0,-7.3,69.9,33.2
2011,MT,4.3,14,28,10,200,210,38208000.0,181942.9,765.9,-42.1,66.4,31.1
2011,UT,4.3,50,130,22,669,691,137069000.0,198363.2,764.7,9.6,70.1,31.4
2011,WV,4.5,10,32,1,121,122,17766000.0,145623.0,749.3,75.7,72.9,28.5
2011,NM,4.4,13,49,0,238,238,44086000.0,185235.3,764.0,-26.7,67.9,31.0
2011,DE,4.4,13,22,2,195,197,41856000.0,212467.0,764.4,-33.8,66.8,29.3
2011,VT,4.4,14,24,9,230,239,42889000.0,179451.9,758.8,-31.3,65.0,33.6
2011,AL,4.4,30,87,1,388,389,69001000.0,177380.5,754.3,12.5,71.7,30.0
2011,ID,4.4,17,60,8,261,269,42228000.0,156981.4,763.8,-28.8,70.6,31.3
2011,TN,4.4,52,178,3,782,785,146515000.0,186643.3,761.1,-13.7,70.9,30.7
2011,AR,4.3,20,56,2,290,292,45541000.0,155962.3,755.0,-20.3,71.1,30.5
2011,NV,4.6,46,79,1,287,288,48331000.0,167816.0,765.2,-14.8,72.9,32.8
2011,LA,4.4,41,88,6,428,434,80994000.0,186622.1,749.7,19.7,69.7,32.1
2011,GU,4.5,3,2,0,24,24,4554000.0,189750.0,727.9,69.2,66.8,33.5
2011,WY,4.4,7,27,1,97,98,19442000.0,198387.8,761.9,71.5,69.9,29.6
2011,NE,4.3,31,89,3,354,357,53772000.0,150621.8,761.7,-5.2,72.9,29.8
2011,DC,4.4,23,17,9,117,126,46353000.0,367881.0,758.5,-26.6,62.3,30.8
2011,MS,4.4,7,18,0,125,125,20827000.0,166616.0,751.6,74.0,69.9,31.3
2011,SD,4.2,6,23,1,79,80,13075000.0,163437.5,764.7,74.2,71.0,29.6
2011,PR,4.6,0,3,1,16,17,1991000.0,117117.6,713.9,64.5,58.7,39.7
2012,WA,3.7,98,171,13,1285,1298,321022000.0,247320.5,769.5,70.3,67.5,31.2
2012,NH,3.6,27,55,3,340,343,71377000.0,208096.2,766.2,73.2,70.6,33.1
2012,VA,3.7,178,244,7,1898,1905,533767000.0,280192.7,768.6,70.2,67.2,30.2
2012,WI,3.5,78,196,33,1689,1722,287627000.0,167030.8,769.6,72.0,68.9,29.4
2012,KY,3.5,48,137,5,1043,1048,165727000.0,158136.5,763.5,72.4,69.6,28.2
2012,IL,3.5,193,346,47,2706,2753,551607000.0,200365.8,766.1,71.1,68.0,30.9
2012,OR,3.7,50,108,11,724,735,158467000.0,215601.4,772.2,72.0,68.8,31.0
2012,ND,3.5,16,30,0,140,140,23265000.0,166178.6,760.8,76.0,72.8,31.2
2012,AZ,3.7,69,156,2,897,899,176469000.0,196294.8,770.1,71.1,69.0,30.9
2012,NY,3.6,207,272,126,1586,1712,400602000.0,233996.5,760.8,68.2,66.7,33.1
2012,MA,3.6,119,182,101,1943,2044,548085000.0,268143.3,766.3,67.1,64.2,31.3
2012,MN,3.5,91,236,12,1369,1381,262790000.0,190289.6,769.2,73.4,70.4,29.6
2012,IN,3.5,94,251,3,1531,1534,227960000.0,148605.0,760.8,74.1,71.2,28.1
2012,CA,3.7,412,591,182,7425,7607,-1882885296.0,-247520.1,771.8,-81.6,60.9,33.1
2012,RI,3.6,18,17,12,176,188,40101000.0,213303.2,766.1,71.3,67.4,32.1
2012,SC,3.6,44,106,2,651,653,119721000.0,183340.0,763.2,70.8,69.2,29.9
2012,KS,3.5,43,116,3,596,599,103241000.0,172355.6,763.0,76.4,74.3,28.9
2012,OH,3.4,118,342,15,2258,2273,363764000.0,160037.0,771.1,72.1,69.1,28.1
2012,HI,3.7,20,22,1,223,224,81144000.0,362250.0,770.7,66.2,62.0,34.1
2012,IA,3.4,47,107,4,715,719,111245000.0,154721.8,768.5,74.1,71.1,28.3
2012,MI,3.5,114,245,3,1350,1353,214920000.0,158847.0,763.5,73.7,71.4,29.5
2012,NC,3.6,137,262,3,1541,1544,308983000.0,200118.5,767.4,73.8,71.4,29.3
2012,MO,3.6,93,205,12,1368,1380,243303000.0,176306.5,766.4,73.9,70.9,29.6
2012,VT,3.6,8,33,9,225,234,45261000.0,193423.1,762.3,72.1,69.6,33.4
2012,TX,3.7,305,551,8,2198,2206,435688000.0,197501.4,757.1,75.3,73.6,31.3
2012,NJ,3.6,104,128,30,1284,1314,369088000.0,280888.9,765.3,68.2,64.7,32.9
2012,FL,3.7,194,368,6,1460,1466,275750000.0,188096.9,765.7,71.6,69.9,32.6
2012,NE,3.6,10,52,1,297,298,48590000.0,163053.7,768.0,75.7,73.2,29.5
2012,CO,3.7,74,189,7,1133,1140,269999000.0,236841.2,770.5,71.6,68.9,30.5
2012,GA,3.6,104,194,5,952,957,189936000.0,198470.2,765.3,73.6,72.0,30.3
2012,CT,3.6,65,93,12,720,732,174155000.0,237916.7,766.6,68.3,65.0,31.7
2012,MT,3.5,13,18,4,160,164,29663000.0,180872.0,766.9,69.9,66.5,31.4
2012,PA,3.6,163,239,13,1628,1641,320249000.0,195154.8,764.2,72.4,69.4,31.0
2012,UT,3.6,62,86,6,653,659,140113000.0,212614.6,765.1,74.7,72.3,30.9
2012,MD,3.6,102,146,2,1264,1266,371451000.0,293405.2,769.1,69.0,66.0,30.0
2012,AL,3.6,44,77,0,398,398,70718000.0,177683.4,762.5,74.9,72.4,29.2
2012,OK,3.6,25,75,0,300,300,52399000.0,174663.3,760.0,76.5,74.3,30.3
2012,ME,3.6,13,41,5,318,323,63688000.0,197176.5,763.6,70.6,67.4,31.0
2012,MS,3.5,12,16,0,138,138,23282000.0,168710.1,742.4,74.8,70.0,30.8
2012,WV,3.6,7,27,1,136,137,20442000.0,149211.7,755.4,74.2,72.7,29.3
2012,TN,3.6,63,129,7,663,670,129479000.0,193252.2,762.3,75.8,72.1,29.9
2012,AR,3.6,26,59,0,290,290,48406000.0,166917.2,757.4,76.6,74.8,30.1
2012,DC,3.8,22,14,10,134,144,53643000.0,372520.8,763.0,67.7,63.4,30.2
2012,SD,3.7,7,20,3,76,79,13219000.0,167329.1,765.9,74.3,71.7,30.5
2012,NV,3.7,21,60,2,228,230,39301000.0,170873.9,765.4,73.8,72.4,31.7
2012,ID,3.7,10,46,4,187,191,30491000.0,159638.7,768.1,73.0,70.2,29.8
2012,LA,3.6,24,61,8,318,326,61067000.0,187322.1,750.3,73.2,70.2,30.7
2012,AK,3.5,15,18,7,122,129,29252000.0,226759.7,759.0,71.7,68.5,33.1
2012,DE,3.5,8,26,0,164,164,35151000.0,214335.4,765.9,70.3,67.4,30.8
2012,WY,3.5,2,18,2,81,83,17119000.0,206253.0,769.1,73.1,71.5,30.7
2012,NM,3.6,17,32,0,240,240,44362000.0,184841.7,763.3,71.3,69.5,29.5
2012,PR,3.3,0,0,0,13,13,1466000.0,112769.2,746.8,69.9,68.9,40.7
2012,GU,3.2,1,0,0,13,13,2530000.0,194615.4,738.6,71.7,69.8,32.4
2012,VI,3.6,0,0,0,1,1,354000.0,354000.0,629.0,60.0,60.0,34.0
2013,IL,3.8,444,556,66,2346,2412,474096000.0,196557.2,758.0,75.2,72.7,32.5
2013,CO,3.9,154,311,11,1313,1324,314654000.0,237654.1,763.9,74.4,72.0,31.8
2013,WV,3.8,16,38,2,187,189,28214000.0,149280.4,752.3,76.3,73.0,29.9
2013,RI,3.9,49,28,9,169,178,38266000.0,214977.5,756.1,75.3,72.4,33.5
2013,IA,3.7,40,130,1,437,438,69194000.0,157977.2,760.4,76.8,73.5,30.5
2013,KY,3.7,59,230,8,856,864,130292000.0,150800.9,755.9,75.8,72.7,30.1
2013,MA,3.8,212,247,80,1476,1556,414635000.0,266474.9,759.1,71.2,67.4,32.7
2013,MN,3.8,149,324,11,1120,1131,218963000.0,193601.2,762.1,78.0,75.0,31.6
2013,CA,3.9,710,915,260,6951,7211,-2113086296.0,-293036.5,760.5,-69.3,64.3,34.9
2013,NY,3.8,404,374,178,1938,2116,512235000.0,242077.0,755.0,69.4,68.6,34.1
2013,NH,3.8,37,74,6,303,309,63191000.0,204501.6,759.1,75.0,72.0,33.7
2013,GA,3.8,180,330,2,1105,1107,222605000.0,201088.5,758.6,77.6,75.2,31.4
2013,KS,3.8,60,142,3,490,493,78455000.0,159137.9,759.2,78.4,75.7,29.9
2013,WA,3.8,145,250,15,1250,1265,304174000.0,240453.8,761.3,72.5,69.6,32.2
2013,MI,3.9,250,419,12,1658,1670,264611000.0,158449.7,757.1,75.5,73.4,30.8
2013,MO,3.8,128,272,14,1161,1175,197112000.0,167754.9,758.9,76.4,73.7,31.1
2013,WI,3.7,103,239,29,1136,1165,199424000.0,171179.4,760.3,74.9,72.1,30.8
2013,NC,3.8,218,406,4,1579,1583,302767000.0,191261.5,759.6,75.7,73.1,30.8
2013,HI,3.8,16,30,3,184,187,65615000.0,350882.4,765.1,67.0,62.5,35.2
2013,NE,3.7,27,70,1,258,259,41738000.0,161150.6,758.3,77.2,75.7,31.0
2013,CT,3.8,101,150,19,605,624,146161000.0,234232.4,756.6,73.9,70.9,33.1
2013,ME,3.8,28,38,4,240,244,45815000.0,187766.4,754.1,72.9,70.8,30.9
2013,OK,3.9,38,116,0,342,342,56608000.0,165520.5,752.5,79.2,76.9,31.0
2013,ND,3.7,24,49,0,149,149,26829000.0,180060.4,756.7,78.2,75.7,31.5
2013,FL,4.0,389,649,12,2270,2282,433895000.0,190138.0,754.5,74.3,72.4,33.6
2013,OR,3.9,86,205,13,771,784,171468000.0,218709.2,763.8,73.1,70.1,33.0
2013,MD,3.8,195,241,2,1180,1182,319139000.0,269999.2,759.8,73.1,69.6,32.5
2013,VA,3.8,263,343,6,1782,1788,483384000.0,270349.0,760.6,72.9,70.1,31.3
2013,TX,3.9,579,971,22,3214,3236,630749000.0,194916.3,751.3,77.2,75.4,32.1
2013,IN,3.8,166,349,10,1232,1242,183043000.0,147377.6,753.2,77.4,75.2,30.0
2013,PA,3.8,248,363,21,1527,1548,296188000.0,191335.9,756.8,75.3,72.3,32.1
2013,VT,3.7,14,56,4,195,199,38696000.0,194452.3,756.9,74.1,70.5,33.2
2013,TN,3.9,129,292,6,917,923,178651000.0,193554.7,753.9,78.6,75.6,31.6
2013,NM,3.9,22,54,1,232,233,42699000.0,183257.5,753.4,72.3,70.6,31.7
2013,AL,3.8,62,112,0,456,456,83805000.0,183782.9,755.2,77.5,74.5,30.1
2013,AZ,4.0,111,247,7,1199,1206,237837000.0,197211.4,761.7,73.2,70.9,31.9
2013,OH,3.7,256,509,27,1885,1912,299978000.0,156892.3,759.4,77.1,74.4,30.2
2013,NJ,3.8,226,243,42,1232,1274,342671000.0,268972.5,755.8,71.9,69.0,34.3
2013,DC,3.9,32,31,10,153,163,58930000.0,361533.7,763.7,69.7,65.7,31.3
2013,SC,3.8,100,189,0,728,728,136852000.0,187983.5,755.9,74.9,73.4,30.8
2013,DE,3.8,13,24,0,182,182,38686000.0,212560.4,763.2,70.3,67.6,30.8
2013,ID,3.9,23,93,7,304,311,56277000.0,180955.0,760.5,75.6,73.2,31.1
2013,AR,3.8,33,95,4,328,332,54941000.0,165484.9,755.6,78.5,75.3,30.0
2013,UT,3.9,84,169,15,608,623,132234000.0,212253.6,757.2,76.6,74.7,32.2
2013,NV,4.1,42,82,3,352,355,63406000.0,178608.5,757.2,76.0,74.0,32.3
2013,MT,3.8,28,56,6,219,225,41342000.0,183742.2,758.6,72.4,70.2,31.8
2013,WY,3.8,11,19,1,76,77,16469000.0,213883.1,754.4,77.5,75.3,33.8
2013,LA,3.9,74,94,8,409,417,77999000.0,187048.0,747.9,76.2,73.9,31.8
2013,AK,3.9,11,23,11,93,104,25588000.0,246038.5,756.4,77.2,75.3,30.8
2013,SD,3.6,7,19,1,68,69,11936000.0,172985.5,760.0,77.0,72.5,32.7
2013,MS,3.8,16,27,0,130,130,20671000.0,159007.7,746.7,77.2,74.5,29.7
2013,GU,3.8,1,2,0,18,18,3762000.0,209000.0,736.6,71.1,67.4,31.1
2013,PR,3.6,0,0,0,9,9,896000.0,99555.6,722.2,74.6,71.3,42.2
2013,VI,4.5,0,0,0,1,1,257000.0,257000.0,797.0,55.0,55.0,44.0
2014,MO,4.3,199,345,14,1013,1027,167458000.0,163055.5,752.7,80.2,77.6,32.0
2014,NE,4.3,52,97,0,257,257,41675000.0,162159.5,758.7,81.3,79.8,32.3
2014,NC,4.3,273,580,8,1513,1521,287524000.0,189036.2,754.8,79.2,76.8,31.8
2014,NY,4.3,485,428,184,1476,1660,415872000.0,250525.3,748.8,73.3,72.9,35.9
2014,IA,4.1,105,170,1,457,458,68215000.0,148941.0,754.2,80.7,77.5,31.9
2014,KY,4.2,123,231,6,680,686,104605000.0,152485.4,751.0,78.5,75.9,30.7
2014,VT,4.1,12,51,6,139,145,28942000.0,199600.0,757.5,72.2,70.4,34.0
2014,OH,4.2,368,581,26,1529,1555,239409000.0,153960.8,751.3,81.2,78.9,32.3
2014,OR,4.4,182,299,20,848,868,193920000.0,223410.1,756.6,78.2,75.8,34.0
2014,PA,4.3,427,523,24,1540,1564,302098000.0,193157.3,751.5,79.9,77.4,33.1
2014,SC,4.3,136,246,2,681,683,124756000.0,182658.9,752.5,79.1,77.1,31.7
2014,OK,4.3,84,156,1,417,418,68764000.0,164507.2,752.9,80.6,78.5,32.0
2014,IN,4.2,209,433,4,1065,1069,157521000.0,147353.6,750.3,81.1,79.0,30.9
2014,CO,4.3,232,487,20,1389,1409,340311000.0,241526.6,754.1,78.3,76.0,33.7
2014,MI,4.2,328,554,19,1655,1674,264954000.0,158276.0,751.3,79.3,77.5,32.0
2014,GA,4.3,316,553,5,1487,1492,292381000.0,195965.8,749.8,80.6,78.3,32.6
2014,MA,4.3,252,297,87,1074,1161,310712000.0,267624.5,751.8,74.4,71.7,34.5
2014,TX,4.3,954,1472,25,3957,3982,790498000.0,198517.8,744.2,79.9,77.7,33.5
2014,CA,4.4,1035,1345,247,7504,7751,-1868327296.0,-241043.4,750.9,-92.1,68.6,36.4
2014,NV,4.4,79,132,8,521,529,101664000.0,192181.5,750.8,76.1,73.9,33.9
2014,UT,4.3,120,222,11,677,688,157194000.0,228479.7,752.6,79.4,77.5,33.9
2014,WI,4.1,165,301,26,938,964,167136000.0,173377.6,757.0,78.8,76.3,32.3
2014,KS,4.2,127,222,2,550,552,88782000.0,160837.0,750.9,81.5,79.5,31.7
2014,NH,4.2,35,99,6,248,254,53306000.0,209866.1,752.7,79.2,76.1,34.6
2014,IL,4.2,557,665,60,2157,2217,442409000.0,199553.0,751.6,78.4,76.1,33.6
2014,MN,4.2,280,462,14,1152,1166,232749000.0,199613.2,756.3,82.0,79.2,32.5
2014,HI,4.3,36,52,2,192,194,72020000.0,371237.1,756.9,71.8,68.8,37.2
2014,WA,4.3,220,424,24,1239,1263,313729000.0,248399.8,756.1,76.9,75.1,34.3
2014,ME,4.2,32,68,5,200,205,38585000.0,188219.5,755.6,75.8,73.6,31.6
2014,AK,4.2,17,41,4,115,119,29244000.0,245747.9,753.8,80.2,76.3,33.3
2014,CT,4.2,137,174,28,486,514,118648000.0,230832.7,750.2,78.6,76.6,34.6
2014,FL,4.4,629,989,24,2908,2932,559155000.0,190707.7,750.5,77.3,75.3,34.8
2014,WY,4.2,10,37,0,91,91,18644000.0,204879.1,746.5,75.2,74.6,34.3
2014,RI,4.2,47,50,13,163,176,37313000.0,212005.7,754.7,78.5,76.2,34.3
2014,AZ,4.4,171,387,8,1231,1239,242843000.0,195999.2,751.7,77.1,74.5,33.9
2014,VA,4.3,351,441,6,1492,1498,403191000.0,269152.9,754.0,77.7,74.6,33.4
2014,MD,4.3,240,238,5,932,937,240926000.0,257124.9,754.2,77.4,73.8,33.4
2014,ND,4.1,41,67,1,161,162,30122000.0,185938.3,751.9,79.4,77.1,32.2
2014,AR,4.3,58,128,0,362,362,55911000.0,154450.3,749.3,79.7,77.3,30.9
2014,DE,4.2,30,54,3,164,167,35354000.0,211700.6,753.7,76.6,73.8,32.1
2014,DC,4.4,46,32,11,141,152,61593000.0,405217.1,750.9,75.0,70.5,34.1
2014,NJ,4.2,305,308,55,1105,1160,302808000.0,261041.4,750.8,75.5,72.2,35.9
2014,LA,4.3,94,161,14,476,490,93860000.0,191551.0,741.1,79.4,77.7,32.9
2014,ID,4.3,40,119,1,280,281,55204000.0,196455.5,751.3,79.2,76.4,32.2
2014,AL,4.3,89,182,0,493,493,87721000.0,177933.1,752.2,80.6,78.3,31.1
2014,TN,4.3,184,365,4,971,975,179804000.0,184414.4,751.4,79.2,76.9,32.1
2014,NM,4.3,32,64,5,202,207,35719000.0,172555.6,750.7,77.7,73.9,32.8
2014,GU,4.1,2,2,0,12,12,2434000.0,202833.3,758.9,75.9,72.5,34.0
2014,MS,4.3,29,62,0,168,168,30524000.0,181690.5,744.4,80.9,78.1,30.7
2014,MT,4.3,38,63,3,190,193,38006000.0,196922.3,752.6,78.3,76.3,33.1
2014,WV,4.2,33,50,2,168,170,23617000.0,138923.5,746.0,78.6,74.9,30.1
2014,SD,4.3,19,30,1,74,75,13709000.0,182786.7,758.7,82.4,79.9,35.4
2014,PR,3.8,0,1,1,9,10,1103000.0,110300.0,734.7,69.7,65.7,37.9
2014,VI,4.6,0,2,1,4,5,2004000.0,400800.0,721.8,75.3,76.4,33.8
2015,IL,3.9,495,529,61,2206,2267,454032000.0,200278.8,753.1,77.4,75.5,33.7
2015,MI,3.9,322,470,16,1698,1714,289269000.0,168768.4,750.4,78.8,77.5,32.5
2015,OH,3.9,312,483,19,1527,1546,247700000.0,160219.9,752.5,80.2,78.1,32.0
2015,KY,3.9,74,201,6,616,622,97703000.0,157078.8,753.1,77.7,74.7,30.9
2015,OK,4.0,48,109,2,300,302,51427000.0,170288.1,741.3,80.9,78.8,32.1
2015,UT,4.0,117,190,11,776,787,182161000.0,231462.5,753.0,78.6,76.4,34.3
2015,WI,3.8,176,259,23,1042,1065,187965000.0,176493.0,757.0,77.8,75.8,31.4
2015,ND,3.8,19,44,1,134,135,28498000.0,211096.3,753.6,77.8,75.3,33.1
2015,IN,3.9,181,351,6,1015,1021,159892000.0,156603.3,747.7,81.0,78.7,31.3
2015,IA,3.8,79,150,3,469,472,80885000.0,171366.5,755.1,79.0,76.8,31.7
2015,HI,3.9,29,30,2,191,193,69524000.0,360228.0,758.4,70.8,70.4,36.6
2015,NC,3.9,227,447,5,1504,1509,308851000.0,204672.6,756.0,78.4,76.1,32.3
2015,TX,4.0,740,1102,28,3577,3605,748555000.0,207643.6,742.7,77.8,75.7,34.1
2015,WA,4.0,241,392,31,1577,1608,424750000.0,264148.0,756.3,75.6,73.3,34.0
2015,OR,4.0,163,278,19,1010,1029,244045000.0,237167.2,758.2,76.2,73.3,33.9
2015,KS,3.8,82,164,3,465,468,80775000.0,172596.2,753.1,80.7,78.5,31.3
2015,NE,3.9,42,89,3,265,268,46602000.0,173888.1,750.6,81.0,79.5,32.8
2015,PA,3.9,315,336,30,1320,1350,270607000.0,200449.6,750.8,79.1,76.8,33.1
2015,MN,3.9,201,389,17,1186,1203,247779000.0,205967.6,757.2,80.9,78.4,32.0
2015,MO,3.9,172,287,14,971,985,171155000.0,173761.4,753.3,80.2,77.9,32.1
2015,RI,4.0,35,40,14,156,170,36583000.0,215194.1,756.4,77.7,76.2,34.1
2015,ID,4.0,43,108,8,309,317,61354000.0,193545.7,757.4,78.7,77.2,33.1
2015,NY,4.0,381,356,169,1388,1557,406051000.0,260790.6,749.6,72.2,72.6,35.7
2015,MA,3.9,235,239,65,1155,1220,342797000.0,280981.1,750.9,74.2,71.5,34.0
2015,GA,3.9,264,450,3,1473,1476,301292000.0,204127.4,752.2,78.4,76.4,32.5
2015,FL,4.1,551,866,30,2875,2905,572289000.0,197001.4,748.4,76.6,74.2,35.1
2015,NJ,3.9,264,235,50,1117,1167,322204000.0,276096.0,750.3,74.3,72.2,35.9
2015,ME,4.0,22,51,11,191,202,38129000.0,188757.4,758.5,75.2,73.9,34.7
2015,CO,4.0,233,399,9,1694,1703,427641000.0,251110.4,751.2,75.2,73.0,34.3
2015,VT,3.8,9,40,10,129,139,29172000.0,209870.5,750.3,75.0,73.2,34.6
2015,SC,3.9,119,235,2,698,700,132145000.0,188778.6,752.0,78.0,76.0,32.4
2015,CA,4.0,902,977,266,7716,7982,-1732024296.0,-216991.3,752.4,-100.9,65.9,36.3
2015,AR,3.9,40,111,0,300,300,49645000.0,165483.3,751.9,80.3,77.8,31.6
2015,MD,4.0,170,177,1,935,936,249037000.0,266065.2,756.0,76.4,73.3,32.8
2015,CT,3.9,96,140,19,454,473,111382000.0,235479.9,753.1,75.8,74.2,34.2
2015,NV,4.1,46,113,4,493,497,98739000.0,198670.0,747.4,75.6,72.7,34.5
2015,VA,3.9,193,287,4,1320,1324,359588000.0,271592.1,755.3,75.9,72.8,32.9
2015,AL,3.9,65,205,1,495,496,92909000.0,187316.5,751.0,80.6,78.9,31.5
2015,AZ,4.1,133,363,7,1270,1277,258852000.0,202703.2,751.7,75.9,73.5,34.1
2015,WV,4.0,16,39,0,140,140,24175000.0,172678.6,748.2,76.9,75.2,30.0
2015,DE,3.9,18,43,0,159,159,35714000.0,224616.4,754.4,76.4,72.3,34.7
2015,TN,3.9,157,335,8,953,961,185543000.0,193072.8,752.8,78.2,75.8,31.9
2015,NH,3.9,45,78,7,274,281,59313000.0,211078.3,751.0,78.2,75.7,34.0
2015,MT,3.9,34,68,7,221,228,49141000.0,215530.7,755.6,77.5,75.1,34.3
2015,LA,4.0,79,141,6,447,453,88512000.0,195390.7,745.4,78.7,76.5,32.8
